"Time","Machine","User","Access","SourceAddr"
"12/10/2023 12:31:45 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 10:45:44 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 9:40:15 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/9/2023 9:15:44 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 9:08:53 PM","EMICA","adminemica","Negotiate","10.0.0.210"
"12/9/2023 9:08:51 PM","Window Manager","DWM-5","Negotiate","-"
"12/9/2023 9:08:51 PM","Window Manager","DWM-5","Negotiate","-"
"12/9/2023 9:08:50 PM","EMICA","adminemica","Kerberos","-"
"12/9/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/9/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/9/2023 8:43:18 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/9/2023 8:31:13 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/9/2023 8:30:35 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/9/2023 8:30:16 PM","EMICA","adminemica","Negotiate","0.0.0.0"
"12/9/2023 8:29:47 PM","Window Manager","DWM-4","Negotiate","-"
"12/9/2023 8:29:47 PM","Window Manager","DWM-4","Negotiate","-"
"12/9/2023 7:23:44 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 5:49:42 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 3:58:42 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 2:40:05 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/9/2023 2:23:41 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 1:40:14 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/9/2023 12:26:41 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 10:31:41 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 8:53:40 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 7:01:40 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 5:40:13 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/9/2023 5:10:39 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 3:36:39 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 2:05:39 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/9/2023 12:19:37 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 10:31:37 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 9:40:12 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/8/2023 9:01:36 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/8/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/8/2023 8:27:22 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/8/2023 7:18:36 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 5:22:35 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 3:51:35 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 1:52:35 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 1:40:11 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/8/2023 11:56:34 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 10:02:34 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 8:11:33 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 6:36:32 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 5:40:10 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/8/2023 4:40:32 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 2:49:31 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/8/2023 1:09:28 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/8/2023 12:59:31 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 11:09:30 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 9:40:09 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/7/2023 9:35:30 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/7/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/7/2023 7:53:30 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 5:58:29 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 4:04:29 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 2:27:28 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 1:40:08 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/7/2023 12:51:28 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 11:08:27 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 9:27:27 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 7:47:26 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 7:07:25 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/7/2023 6:08:26 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 5:40:07 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/7/2023 4:15:26 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 2:23:25 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/7/2023 12:48:25 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 10:58:24 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 9:40:06 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/6/2023 9:10:24 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/6/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/6/2023 7:15:23 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 5:44:22 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 4:00:22 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 2:03:21 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 1:40:05 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/6/2023 12:22:21 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 10:30:18 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/6/2023 10:27:21 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 8:49:21 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 7:13:20 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 5:40:04 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/6/2023 5:23:19 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 3:36:19 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 1:49:17 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/6/2023 12:03:18 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 10:32:17 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 9:40:03 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/5/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/5/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/5/2023 8:56:16 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 7:20:16 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 5:45:15 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 4:11:15 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 2:38:15 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 1:40:02 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/5/2023 1:07:14 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 12:51:14 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/5/2023 11:37:14 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 9:38:12 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 7:48:12 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 5:59:12 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 5:40:01 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/5/2023 4:11:12 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 2:40:11 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/5/2023 2:14:23 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/5/2023 2:14:21 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/5/2023 1:10:11 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 11:13:10 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 9:40:00 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/4/2023 9:34:10 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/4/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/4/2023 7:44:10 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 6:37:17 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/4/2023 6:11:09 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 4:40:07 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 3:07:07 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 2:51:15 PM","EMICA","adminemica","Negotiate","200.82.205.7"
"12/4/2023 2:51:15 PM","Window Manager","DWM-4","Negotiate","-"
"12/4/2023 2:51:15 PM","Window Manager","DWM-4","Negotiate","-"
"12/4/2023 2:51:14 PM","EMICA","adminemica","NTLM","-"
"12/4/2023 2:51:13 PM","EMICA","adminemica","NTLM","-"
"12/4/2023 1:39:59 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/4/2023 1:21:06 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 12:33:34 PM","EMICA","adminemica","Kerberos","10.0.0.200"
"12/4/2023 12:19:53 PM","EMICA","adminemica","NTLM","-"
"12/4/2023 11:50:07 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 10:23:06 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/4/2023 10:22:55 AM","EMICA","adminemica","Negotiate","200.82.205.7"
"12/4/2023 10:22:54 AM","Window Manager","DWM-4","Negotiate","-"
"12/4/2023 10:22:54 AM","Window Manager","DWM-4","Negotiate","-"
"12/4/2023 10:22:52 AM","EMICA","adminemica","NTLM","-"
"12/4/2023 10:22:51 AM","EMICA","adminemica","NTLM","-"
"12/4/2023 10:19:06 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 8:34:06 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 8:20:46 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/4/2023 8:13:37 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/4/2023 8:08:55 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/4/2023 8:08:37 AM","EMICA","adminemica","Negotiate","200.82.205.7"
"12/4/2023 8:08:36 AM","Window Manager","DWM-3","Negotiate","-"
"12/4/2023 8:08:36 AM","Window Manager","DWM-3","Negotiate","-"
"12/4/2023 8:08:34 AM","EMICA","adminemica","NTLM","-"
"12/4/2023 8:08:34 AM","EMICA","adminemica","NTLM","-"
"12/4/2023 7:04:05 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 5:39:57 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/4/2023 5:20:05 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 4:27:08 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/4/2023 4:27:06 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/4/2023 3:39:05 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 1:44:04 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/4/2023 12:06:03 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 10:11:02 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 9:39:57 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/3/2023 9:02:59 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/3/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/3/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/3/2023 8:35:02 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 7:02:01 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 5:18:01 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 3:37:01 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 1:57:00 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 1:39:56 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/3/2023 12:05:00 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 10:29:59 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 8:38:59 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 6:49:57 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 5:39:55 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/3/2023 5:13:57 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 3:39:56 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 2:06:55 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/3/2023 1:01:20 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/3/2023 12:28:56 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 10:51:55 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 9:39:54 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/2/2023 9:05:54 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/2/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/2/2023 7:07:54 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 5:26:53 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 3:31:54 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 1:52:52 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 1:39:53 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/2/2023 12:22:52 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 10:23:51 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 8:40:51 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 6:58:50 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 5:39:51 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/2/2023 5:17:50 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 3:32:03 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/2/2023 3:23:50 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 1:34:49 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/2/2023 12:02:49 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 10:31:48 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 9:39:51 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/1/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/1/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/1/2023 8:34:47 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 6:49:47 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 4:51:46 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 3:10:46 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 1:39:49 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/1/2023 1:16:45 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 11:28:45 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 9:42:45 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 8:49:07 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"12/1/2023 7:57:44 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 6:18:44 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 5:39:49 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"12/1/2023 4:25:42 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 2:43:42 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"12/1/2023 12:48:42 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 10:55:41 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 9:39:48 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/30/2023 9:19:41 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/30/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/30/2023 7:33:40 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 6:02:40 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 4:41:47 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/30/2023 4:29:05 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/30/2023 4:28:43 PM","EMICA","adminemica","Negotiate","200.82.205.7"
"11/30/2023 4:28:42 PM","Window Manager","DWM-2","Negotiate","-"
"11/30/2023 4:28:42 PM","Window Manager","DWM-2","Negotiate","-"
"11/30/2023 4:28:41 PM","EMICA","adminemica","NTLM","-"
"11/30/2023 4:28:40 PM","EMICA","adminemica","NTLM","-"
"11/30/2023 4:17:40 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 2:58:10 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/30/2023 2:19:39 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 1:39:47 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/30/2023 12:38:39 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 10:46:37 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 8:49:37 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 6:53:37 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 5:39:45 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/30/2023 5:14:36 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 3:38:36 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 2:05:35 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/30/2023 12:34:35 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 11:04:34 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 9:39:45 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/29/2023 9:06:34 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/29/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/29/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/29/2023 7:28:33 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 6:23:47 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/29/2023 5:52:32 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 4:14:32 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 2:39:31 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 1:39:44 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/29/2023 12:49:31 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 11:16:30 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 9:21:30 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 7:43:29 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 6:07:29 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 5:39:43 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/29/2023 4:34:29 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 3:03:28 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/29/2023 1:19:27 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 11:21:26 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 9:39:46 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/28/2023 9:39:45 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 9:39:40 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 9:39:40 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 9:39:39 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 9:39:39 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 9:39:37 PM","NT AUTHORITY","ANONYMOUS LOGON","NTLM","-"
"11/28/2023 9:39:36 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 9:39:34 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 9:39:33 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 9:39:29 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 9:39:28 PM","NT AUTHORITY","LOCAL SERVICE","Negotiate","-"
"11/28/2023 9:39:28 PM","Window Manager","DWM-1","Negotiate","-"
"11/28/2023 9:39:28 PM","Window Manager","DWM-1","Negotiate","-"
"11/28/2023 9:39:27 PM","NT AUTHORITY","NETWORK SERVICE","Negotiate","-"
"11/28/2023 9:39:27 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 9:39:26 PM","NT AUTHORITY","SYSTEM","-","-"
"11/28/2023 9:31:40 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 9:19:51 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 7:46:39 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 7:17:36 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/28/2023 5:48:38 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 3:50:37 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 2:08:37 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 12:27:36 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 11:17:36 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/28/2023 10:32:35 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 9:01:34 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 7:31:32 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 5:45:31 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 4:02:31 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 3:17:35 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/28/2023 3:10:29 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 3:10:29 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 3:10:27 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 2:04:30 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/28/2023 12:37:23 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/28/2023 12:24:29 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 10:31:28 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/27/2023 9:00:01 PM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/27/2023 8:43:27 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 7:17:34 PM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/27/2023 6:59:27 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 5:19:25 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 3:48:25 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 2:02:23 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 12:16:22 PM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 11:17:33 AM","EMICA","VM4PRUEBAS$","Kerberos","-"
"11/27/2023 10:37:21 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 8:44:20 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 7:06:20 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 5:14:19 AM","EMICA","VM4PRUEBAS$","Kerberos","::1"
"11/27/2023 4:24:28 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/27/2023 4:24:28 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
"11/27/2023 4:24:26 AM","NT AUTHORITY","SYSTEM","Negotiate","-"
